ace.bible.txt	are.bible.txt	ban.bible.txt	bci.bible.txt	blz.bible.txt	bru.bible.txt	btx.bible.txt	bvr.bible.txt	cab.bible.txt	cac.sansebastian.txt	caq.bible.txt	cat.evangelica.txt	ces.living.txt	cha.2003.txt	chf.bible.txt	chr.bible.txt	crn.bible.txt	cym.colloquial2013.txt	dan.hverdagsdansk.txt	deu.newworld.txt	deu.schlachter.txt	dgi.bible.txt	dgr.bible.txt	dts.bible.txt	dur.bible.txt	eng.common.txt	eng.goodnews.txt	esi.bible.txt	esu.bible.txt	etu.bible.txt	ffm.bible.txt	fin.1992.txt	gag.latin.txt	gle.bible.txt	gug.bible.txt	gvn.bible.txt	gwi.bible.txt	hop.bible.txt	hrv.2000.txt	hun.2003.txt	iba.bible.txt	ibo.bible.txt	inb.bible.txt	ind.firman.txt	isl.bible.txt	jpn.colloquial.txt	jra.bible.txt	kaa.latin.txt	khk.bible.txt	kki.bible.txt	kor.1985.txt	kqs.bible.txt	lem.bible.txt	mad.bible.txt	mak.bible.txt	mcb.bible.txt	mco.bible.txt	mhy.bible.txt	mto.bible.txt	myx.bible.txt	naq.bible.txt	nhg.bible.txt	nhw.bible.txt	nld.2007.txt	nya.bible.txt	pab.bible.txt	pah.bible.txt	pib.bible.txt	poi.bible.txt	prk.bible.txt	qub.bible.txt	quy.bible.txt	ron.2006.txt	run.bible.txt	sme.bible.txt	snf.bible.txt	spa.newworld.txt	srq.bible.txt	tac.bible.txt	tgl.1996.txt	thk.bible.txt	tuk.mukaddes.txt	tur.newworld.txt	uig.latin.txt	vie.bandich.txt	wol.bible.txt	yua.bible.txt	zho.contemp.txt	zho.new.txt	zos.bible.txt
241	peue sabab	iwunha -nga -nta -ma	apa krana -ne	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	NA	cá uágu	tas yuj	kūö yòh	per què	proč	sa' håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -for	wie	warum	bʋ̃ʋ n'ʋ so	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	echî jen 	ko saabii	mi -ksi	ne -çіn	cé an fáth	mba'e -re -pa	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	n'ihi gini	ima -wan -tak	meng- apa	hví	どう -して	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	apa	apa saba'na	tya -ra o- kant -ak -a -ra	ti	inun sababni	tya̱jx	shiina	tare -xa	tli -ca	NA	waarom	chifukwa chiyani	xoana hoka	mara	klu china -nu	t́iiga	pa tix	ima -ni -r -taj	ima -na -sqa -má	de ce	iki- ki gituma	manne	tah ya	por qué	NA	cho -ni -gá	bakit	mbi	näme üçin	neden	neme -ix -qa 	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
242	soe	NA	nyen -ke	ônin	ime	noau	apai	nyi- nga	cá	mach	a- chīö	qui	kdo (kdo)	NA	caxca une	gago	NA	NA	hvem	wer	wer	buor	NA	aa -i	nóo	who	which one	nalli -v -si 	nali -ar -ci	é- nê	ho- mo	ke -ne kuka	kіm	cé an duine agaibh	máva	NA	NA	hihta (himu)	koj -i	ki	s- apa	ònye 	NA	si- apa	hver	だれ	hlơi	qay -sı	NA	nani	누구 -냐	nɛ̀ɛ́	aányɛ́	s- apa	inai	NA	pɨn	hie	pa̱n -ts	naanu	tari -i	öque -nu	NA	wie	ndani	xala -iya	ma -namo	katu	NA	mawx	may -ga -y -qui -pis	mayqan -ni -ki -chik -taq	care	nde	guhte -muš	y- iida	quién	NA	chie -ri	s- ino	n'- ûû	haýsy -ňyz	hangi -niz	qaysi -ng -ler	ai	k- an	máax	誰	誰	NA
243	peue -kon	iwunha -nga -nta -ma	apa krana	nzu ti	kadai	nṓq	ng- kai	NA	cá -ti uágu	tas yuj	kūö yòh	per què	proč	håfa na	cua ' uc'a	gado -no	a'i -ni	pam	hvor -for	wie	warum	bʋ̃ʋ n'ʋ so	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	jen	ko saabii	mi -ksi	ne -çіn	cé an fáth	mba'e -re	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	n'ihi gini	ima -pa -tak	meng- apa	hví	なぜ	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	ar- apa	apa saba'na	NA	ti	wuah inun	tya̱jx -ts	khu- lwa- shiina	tare -xa	tli -ca	quenque	waarom	chifukwa chiyani	xoana hoka	mara -name	klu china -nu	t́iiga	pa tix	ima -ni -r -taj	ima -na -sqa -má	de ce	iki- ki gituma	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	mbi	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
244	soe	ngunha -nta -ma	sapa sira -ke	se	ime	noau	ise	nyi- guyinmiya	ída	mach -ch	a- chīö	qui	co (co)	håyi	caxca -jet	gago	a'a -taa -ni	pwy	hvem	wer	was	ãnʋ	amìı	aa -i	nɔ́n -ná	who	who	ki -una -sugi -vich	ca -u -yuk -sit	é- nê	ko ɗum	mi -kä	kіm -іn	cé	máva piko	wanyu	jidii	haki -ø	ko -ime (tko)	ki -nek	s- apa	ònye 	ima	si- apa	hver	だれ	hlơi	kim	hen	nani	누구 -란	nɛ̀ɛ́	aányɛ́	apa	inai -ko	tya -ni -mpa -tyo -ra	nej	hie	pa̱n -ts	naanu	tari -ts	öque -nu	ajqueya	wat	yani	xala	mome	katu	mi- i̱ -apaap	mawx	pi	pi	cine	nde	gii -ea -nin	ɓa	quién	aba -te	chie -ri	ano	ûû	NA	kim	qandaq	ai	l- oo	máax -ech	誰	甚麼	NA
245	peue -kon	ngunha -ma	sapa sira -ke	o yô se	ime	noau	ise	an- nga nula	cá san uágu	NA	a- chīö	qui	proč	håyi	caxca une	gago	a'a -taa -ni	pwy	hvor -for	wer	wer	ãa	amìı	NA	NA	who	who -se	ki -ña	nali -ak	é- nê	ho- mo	ke -ne kuka	kіm	cé acu	mba'e -re -pa	NA	juu	haki -y	za- što (što)	ki	s- apa	ònye 	ima -wan -tak	meng- apa	hvor -t	だれ	hlơi	kim -nin	hen	nani	누구 -의	le yɛɛ	aátɛ́	a- pon- apa	angng- apa	tya -ra i- kant -ak -a -ra	pɨn	wuah inun	pa̱n	naanu	tari -e	öque -nu	ajqueya	NA	ndani	xoana hoka	ma'g̃a	katu	t́iiga	mawx	ima -ni -r -taj	ima -na -sqa -taq	cine	nde	gii	NA	quién	aba -te	cho -ni -gá	s- ino	n'- ûû	kim	kim -in	kim -ni -ng	ai	l- u tax	ba'ax ten	NA	誰	ti -cøtoya
246	peue -kriban	nthakinha -nta -ma	kenken	o yô se	koi upa	nṓq	uga	nyi- yinmiya -na	ída	tas	sitih	com	jak	håfa tai- månu na	caxca	gado	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànì -ghǫ	yani	née	how	how	qanuq -łutin	qaillun -mi	nan	hono	kuinka	ne -soy	conas	mba'e -icha rupi piko	wanjarr	nats'ąą	hin	kako	hogy -an	baka ni	aṅa	ima -wan -tak	bagai- mana	hvernig	どう -して	hyư̆m	qalay	yaa -j	nhani	어떻 -게	vɛɛ	aátɛ́	baramma	antekamma	tya -ra o- kant -ak -a -ra	nej	kewangun	vintso̱ -s -e'e	tsi- rye ena	mati -ts	quiene	quenicatza	hoe	bwa- nji	aliyakere	mara	gi p- gixpoko	jutsa̱p	yuh ka mawx	imano -pa -taj	imayna -má	cum	a- te	mo	na	cómo	mañɨ	chu -ri -gá	pa- ano	n'- ata	nähili	nasıl	qandaq	làm sao	l- u	bix	怎麼	怎樣	jutznøm
247	di- pat	nthanha -nta -ma	d- ija	nin	aana -mo	n- léq	i ja	yina an․ gaya	ja -geí -gi	'aj 'ay	i- suh	on	kde	månu -gge	cada	harv	a'u -ni	ble	hvor	wo	wo	wa	we- laedì	yago	tɛ́ -lá	where	where	su -mi -it -pa -imma	na -nt -a	fan	ho- to	mi -ssä 	nere -da	cá	moõ piko	wanja -bu	ad- aajii	haqam -o	gdje	hol	di- ni	òle ebe	mai -pi -tak	di mana	hvar	ど -こ	pơ pă	qay -aq -ta	haa -na	ku- uw- a- hoki	어디	kuɛɛ	we- ényí	dh- imma	kemae	tya -ra	ma	hang awe	joma -s -e'e	wahe ena	mapa -b	cöne	canque	waar	ku- ti	aliyo	ma -hã	ginaka -lu	ju̱t́	dee mawx	may -chö -taj	may -pi -taq	unde	he he	gos	y- aa gada	dónde	ma	ko- che	na- saan	kû	nire -de	nere -de	qe -yer -de	đâu	ana	tu'ux	哪 裡	哪 裡	jut
248	peue	nthakinha	kenken	se	koi upa	ntrớu	uga	nyi- yinmiya	cá -gi	tas	sitih	què	co (co)	håfa	cache'	gado	a'i -ni	beth	hvad	was	was	ãa	dàı̨ -dı	inge	née	what	what	qanuġ -li	qaillun	é- nê	ko	mi -tä	ne	cad	mba'e	wanyu	dee -hiinj -yaa	himu -u (himu)	što (što)	mi -t	nama	gini	ima -tak	si- apa -kah	hvað	どう	hyư̆m	ne	yuu	u- -ku- gamb- a- ki	누구 -라고	vɛɛ	anyána	apa	antekamma	tya -ra pi- n- kant -e	nej	inun	vintso̱ -s	u- rye ena	tare	tli	tlaque	wat	u- nena- nji	xoare	mara -i	gi	t́i	mawx	pi	ima -ni -nki -taq	ce	iki	mii -a -id	ya	qué	mañɨ	cho -ni -gó	ano	ata	näme	ne	qandaq	ai	l- oo	ba'ax	什麼	甚麼	ti
249	peue -kriban	nthakinha -nta -ma	pu- napi awinan -ipun	o yô se	koi upa	nṓq	uga	a- yinmiya -na	ída	tas -t	sitih	com	NA	håfa	cache' -da	gado -no	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànì -ghǫ	yani	née	how	how	qanuq -łuni	qaillun -mi	nan	hono	kuinka	ne -soy	conas	mba'e -icha rupi piko	wanjarr	jaghaii	hin	kako	mi	baka ni	aṅa	ima -sa -manda -tak	bagai- mana -kah	hvernig	どう -して	hyư̆m	qalay	yaa -j	ya- nhani	어떻 -게	vɛɛ	aátɛ́	baramma	antekamma	tya -ra i- kant -an -ak -a -ra 	nej	kewangun	vintso̱ -s	shi- rye ena	mati -b	quiene	quenicatza	hoe	bwa- nji	aliyakere	mara	gi r- gixpoko	jutsa̱p	yuh ka mawx	imano -pa -taj	imayna -taq	cum	a- te	mo	na	cómo	mbae	chu -ri -gá	bakit	n'- ata	nädip	nasıl	qandaq -ler -che	tại sao	f- u	bix	怎麼	怎麼	jutznøm
250	peue	NA	NA	nzu	upa	ntrớu	kai	a- yinmiya -na	cá -san	tas	sitih	què	co (co)	håfa	cache'	godo	a'i -ni	beth	hvor -dan	was	was	bʋ̃ʋ n'ʋ	ayìı	yani	nɛ́n -ná	what	what	qanusiġaq -patin	qaillun -mi	nan	ko ɗum	mi -tä	ne	cad	mba'e	wanjarr -man	dee ni -inlik	hihta -sana (himu)	što (što)	mi -t	nama	gini	ima -tak	apa -kah yang	hvað	何	hơgĕt	ne	yuu -g	nhani	무엇 -은	yɛɛ	aátɛ́	epa- baramma	NA	tya -ra i- kant -ak -e -mpi	nej	inun	vintso̱ -s -e'e	a- rye ena	tare -e -b	tli	tlaque	wat	chiyani	xoana hoka	mara	gi r- gixpoko -ta -yi	t́i	pa tix	imano -taj	ima -na -y -ku -surqan -ki -taq	ce	a- te	mii -a -id	ya	qué	mañɨ	chu -ri -gá	ano	n'- ata	näme	ne	qandaq	gì	l- u	ba'ax	什麼	甚麼	ti
251	peue -kriban	nthakinha	kenken	se	koi upa	nṓq	uga	a- yinmiya -na	ída	chajtl	sitih	com	jak	håfa tai- månu na	cache' -da	NA	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànì	yani	née	how	how	qanuq -łuni	qaillun	NA	hono	mi -llä	ne -soy	conas	NA	wanjarr	nats'ąą	hin	kako	hogy -an	baka ni	aṅa	ima -sa -tak	bagai- mana	hvernig	ど -んな	hyư̆m	qalay	yaa -j	nhani	어떻 -게	vɛɛ	anyána	epa- baramma	antekamma	NA	ti	kewangun	NA	a- rye ena	mati -b	quiene	quenicatza	hoe	mu- -a- ku- tani	aliyakere	NA	gi r- gixpoko	jutsa̱p	yuh ka mawx	NA	ima -ta -taq	cum	a- te	mo	na	cómo	mañɨ	NA	pa- ano	n'- ata	nädip	nasıl	qandaq	thế nào	n- u	bix	怎樣	怎樣	jujche
252	peue -kon	iwunha -nga -ma	napi awinan	o yô se	upa -muu	nṓq	e- ng- kai	an- nga nula	cá -ti uágu	tas yuj	kūö yòh	per què	proč	sa' håfa na	cua ' uc'a	gado -no	a'i -ni	pam	hvor -for	warum	was	bʋ̃ʋ so	NA	inge	ȩn -á	why	why	su -m -man	ciin	jen	ko saabii	mi -ksi	ne -çіn	cad	mba'e -rã piko	NA	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hví	なぜ	hyư̆m	ne	yuu -n -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	a- pon- apa	angng- apa	tya -ra o- kant -ak -a -ra	nej	wuah inun	tya̱jx	khu- lwa- shiina	tare -xa	tli -ca	para tlen	waarom	bwa- nji	xoare maheta	mara -nu -hũ -rame	klu china -nu	t́iiga	pa tix	ima -pa -na -taj	ima -paq -ña -taq	de ce	iki	manne	ya	por qué	mbae -rã	cho -ni -gá	bakit	kî	näme üçin	neden	qandaq -ler -che	tại sao	l- u	ba'ax	NA	為 甚麼	ti -'ajcuy
253	soe	ngunha -ma	sapa sira -ke	NA	ime	noau	ise	ana- nga	cá -tei	mach	a- chīö	qui	NA	håyi	caxca une	gago	a'a -taa -ni	pwy	hvem	wer	wer	ãa	amìı	inɛ aa -i	nóo	who	who	ki -uva	ki -na	é- nê	ho- mo	ke -ne kuka	kіm -dіr	cé	máva -pa	NA	juu	haki -ø -’i	tko (tko)	ki	s- apa	ònye	pi -tak	si- apa -kah	hver	ど -なた	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́ -nɛ̀	aányɛ́	pasera	inai -ka	tya -ni -tyo -ra	pɨn	hie	pa̱n	naanu	mâ -ba	öque -nu	ajqueya	wie	ndani	xala	ma'g̃a	katu -ni	i̱ -apaap	mawx	pi -taj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	ûû	kim -kä	kim -dir	kim	ai	k- an	máax -i'	誰	誰	NA
254	keu- peue	NA	nguda -ang	nzu ti	upa -muu	nṓq	e- ng- kai	ngu- burr- yinmiya	cá san uágu	tas yuj	kūö yòh	per què	NA	sa' håfa na	cua ' tuba	gado -no	NA	pam	hvor -for	warum	was	bʋ̃ʋ n'ʋ so	ayìı -ha	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	jen	ko saabii	mi -tä	ne -çіn	cad	mba'e -rã piko	NA	jaghaii	hinoqw	če -mu (što)	mi -t	nama kebuah	gini	ima -pa -tak	meng- apa	hvað	どう -して	hyư̆m	ne -ge	yuu -n -d	u- a- ki	어찌 -하여사	le yɛɛ	NA	ar- apa -'a	apa	tya -ra o- kant -ak -a -ra	nej co	ma inun	tya̱jx -s -e'e	lwa- shiina	tare -xa	tli para	para tlen	waarom	bwa- nji	xoana hoka	mara -name	klu china -nu	t́iiga	yuh ka mawx	ima -pa -taj	ima -paq -mi	de ce -l	iki	manne	ya	por qué	mbae -rã	cho -ni -gá	bakit	kî	näme üçin	neden	neme uchun	sao	l- u tax	ba'ax ten	何 必	為 甚麼	ti -'ajcuy
255	sampoe án peue -jan	NA	malih amu- napi	tyen ônin	pataka ipi	máh léq	asa- kai	NA	darísan ída -ba	b'a'n̈ -to	i- ṙô -ò -ten	fins quan	jak dlouho	kuånto -s tiempo	ca jun q'uin	hilago	NA	am faint	hvor længe	wie lange	wie lange	debor	dàwhaà	NA	sey woo téé	how long	how long	qanutun	qaillun	nan	faa ma- nde	kuinka kauan	ne -zaman -a -dan	fada a 	araka'e peve piko	NA	dee gwił -khyuk	hihsa' -vo haqam	dokle	meddig	ni pengelama	ole mb͕e	ima -ura -kama -tak	ber- apa lama	hve lengi	いつ -まで	hơdôm sui	qashan -g'a	hed -ii boltol	mpaka milaki	언제 -까지	háá telen kuɛɛ	nyí- ényí	sa- pon- apa abidda	siapa sallo -na	tya -ni -mpa -tyo -ra	ixtɨ mɨnaa -nɨ	hampe awe	vin'it	ena	mati -kō	hasta quiema	hasta quema	hoe lang	li- ti	NA	maname -hũ	gi -klu -nanu	mi- i̱ -apaap	miex grheung	imay -cama -taj	hayka -pi -kama -taq	până când	ryari	mii -a -n guhká	bi kera	hasta cuándo	manose -te	chie -ni -ko	hanggang kailan	rî	haçan -a çenli	ne kadar	qachan -ghi -che	bao giờ	kañ	tac ba'ax kiin	什麼 時候	幾 時	jujche -'øc
256	toh	NA	sane encen	ônin	aana	ntrớu	apai	yina gun- gaya	cá -ba -gi	'aja	öp yòh öp	quin -a	který	håfa na	cax- camba	gado usdi	ti'i -taj -ni	pa un	hvilk -en	welch -es	welch -es	buor	dàhòt'ı̨ı̨	yago	téé	which	which one	nalli -at -igun	nali -ait	bhaghé	ho- mo	mi -kä	angı -sı	cé acu	máva -ité -va -re -pa	wanja wanja	jidii shrit	hihta -wat (himu)	koj -e	mely -ik -ért	ni	gini	maikan	yang mana	hver -t 	ど -の	NA	qay -sı	ali -na -as	i- hoki	무엇	kuɛɛ	háányɛ́	kemma	kere -anga	tya -ti -tyo -ra	huɨdi	sa awe	juu'	shiina	mâ	cötl -aja	tlaque	waarom	i- ti 	xoana	mara -va'ea	giru	jup	pa tix	may -ga -n	mayqan -ni -n -manta -taq	care	iki- he	mii -a -n	w- iida	cuál	NA	ta- chi -ri	alin	bû- rîkû	haýsy -sy	hangi -si	qaysi -si	nào	b- an	máacalmáac	哪 一	哪 一	ti -yø
257	di- pat	nthanha -ka -ma	d- ija	nin	aana	léq	i ja	yina gaya	ja -lía -san	'aj -til	i- suh	on	kam	månu nai	cada	harv	a'u -ni	ble	hvor	wo	wo	nyɩn 	edı̨į̀	yago	tɛ́ -lá	where	where	su -mun	na -t -mun	fan	ho- to	mi -ssä 	nere -da	cá	moõ piko	NA	nijin	haqam	kamo	hová	di- ni	òle ebe	mai -pi -tak	di mana	hvar	ど -こ	pơ pă	qay jer -ge	haa -na	hoki	어디	kuɛɛ	háányɛ́	dh- imma	kemae -i	tya -ra	ma	hang awe	joma -s -e'e	wahe ena	mapa	cöne	canque	waar	ku- ti	aliyo	mome	ginaka	ju̱t́	dee mawx	may -ni -n -man -taj	may -pi -taq	unde	he he	gos -a	gada 	dónde	mangu -e	ko- chie -na	saan	kû	nire -de	nere -ye	qe -yer -ge	ở đâu	f- u	tu'ux	哪 裡	哪 裡	jut
258	peue	NA	sapu- napi	se	upa	nṓq	kai	ngu- burr- yinmiya	cá -ba -san	tas	sitih	què	co (co)	håfa	cache'	godo	a'i -ni	pam	hvad	was	was	ŋmɩn	ayìı	yani	nɛ́n -ná	what	what	qanuġ -niaq -pisa	qaillun	nan	hono	mi -tä	ne	cad	mba'e -pa	wanja -bu	dee reheel -yaa	hinh -to -ti -ni	što (što)	mi -t	nama	gini	ima -sa -mi	apa yang	hvað	何	hơgĕt	ne	yuu	chi- o- ni	어떻 -게	vɛɛ	anyána	kadi pon- apa	apa	tya -rika -tyo a- n- kant -aig -ak -e -ri -ra	nej	inun	vintso̱ -s -e'e	khu- rye ena	tare -e	tli	tlaque	wat	ti- tani	xoana -ite	mara	gi	t́i	yuh ka mawx	ima -ta -taj	ima -ta -taq	ce	du- te	mii -a -id	na	qué	mañɨ	cho -no -ki -bóa	ano	n'- ata	näme	ne	qandaq	gì	l- u	ba'ax	怎麼	怎麼	ti
259	peue -kriban	nthakinha	kenken	se	koi upa	nṓq	uga	nyi- yinmiya	cá	tas	sitih	què	co (co)	håfa	cache'	gado	a'i -ni	beth	NA	was	was	ŋmɩn	NA	yani	NA	what	what	qanuq	qaillun	NA	NA	mi -tä	ne	cad	mba'e -pa	wanjarr -mal -da	dee yųųhthan	hin	što (što)	mi -t	nama	gini	ima -tak	bagai- mana	hvað	どう	hyư̆m	qalay	yuu	nhani	어떻 -게	NA	NA	baramma	antekamma	tya -ra pi- n- kant -aig -e	nej	kewangun	vintso̱ -s	NA	mati	tli	quenicatza	wat	bwa- nji	xoana	mara -i	gi	NA	yuh ka mawx	ima -ta -taj	ima -ni -nki -chik -taq	ce	iki	mii -a -id	ya	qué	NA	cho -ni -á -gó 	ano	ata	nähili	ne	qandaq	thế nào	l- u	bix	怎麼	怎樣	ti
260	peue -kon	iwunha -nga -ma	napi awinan -ipun	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	NA	ánsan	NA	kūö yòh	per què	proč	håfa	cua ' uc'a	gado -no	a'i -ni	NA	NA	warum	warum	bʋ̃ʋ	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	jen	ko saabii	mi -ksi -ei	ne -çіn	cad chuige	mba'e -re piko	wanjarr	jaghaii	hinoqw	NA	mi -ért	nama kebuah	n'ihi gini	ima -pa -tak	NA	hví	なぜ	hyư̆m	ne ushın	yaa -g -aa -d	nhani	왜	le yɛɛ	anyána	a- pon- apa	angng- apa	tya -ra o- kant -ak -a -ra	NA	wuah inun	tya̱jx	khu- lwa- shiina	tare xū -i ǃaroma -b	tli -ca	quenque	NA	bwa- nji	xoana hoka	mara -nu -hũ -rame	klu china -nu	t́iiga	NA	ima -pa -taj	NA	de ce	iki- ki catumye	manne	NA	por qué	mbae -rã	cho -ni -gá	bakit	NA	näme üçin	neden	neme -ix -qa 	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
261	peue	NA	kenken	se	upa	NA	uga	ngu- yinmiya	cá -ba -san	tas	sitih	què	co (co)	håfa	cache'	gado -no	a'i -ni	beth	NA	was	was	bo	NA	inge	nɛ́n -ná	what	what	qanuq	qaillun -llu	jen	ko ɗum	mi -tä	ne	cad	piko mba'e	NA	dee -hihj -yaa	hin -qaw -ni	NA	mi -t	NA	gini	NA	apa yang	hvað	なん -と	hơgĕt	ne	yuu	ni- gamb- a- ki	무엇 -은	vɛɛ	anyána	apa	apa	tya -ra no- n- kant -e	nej	inun	vintso̱ -s	shiina	tare -e	tli	NA	wat	chiyani	NA	mara -i	gi	t́i	ka mawx	ima	ima -ni -saq -taq	ce -ar	iki	NA	ya	qué	mañɨ	cho -ni -mela	NA	ata	näme	ne	neme	gì	l- u	ba'ax	什麼	甚麼	NA
262	peue -kriban	nthakinha -nta -ma	pu- napi awinan	o yô se	koi upa	nṓq	e- ng- kai	gun- nga	ída	tas yuj	kūö yòh	com	NA	håfa na	cuaxca uc'a	gado -no	a'i -ni	beth	hvad	wie	wie	ŋmɩŋ -mɩn	dànì -ghǫ	yani	née	how	how	qanuġ -lutin	qaillun -mi	nan	hono	kuinka	nasıl	cé an chaoi	mba'e -icha piko	wanyu	nats'ąą	hinoqw	za- što (što)	hogy -an	kati ku	aṅa	ima -pa -tak	apa sebabnya	hvernig	どう -して	hyư̆m	qalay	yaa -j	nhani	어찌 -하여사	le yɛɛ	NA	NA	antekamma	tya -ra o- kant -ak -a -ra	nej	kewangun	vintso̱ -ts	shiina	mati -ts	quiene	NA	waarom	bwa- nji	NA	mara	gi	t́iiga	NA	ima -ni -r -taj	imayna -taq	cum	u- te	mo	na	cómo	mbae -rã	cho -ni -gá	bakit	n'- ata	nädip	nasıl	qandaq -si -ge	sao	n- an	bix	怎麼	怎麼	ti -'ajcuy
263	soe	ngunha -ma	sapa sira -ke	wan	ime	noau	ise	ana- nga	cá -tei -gi	mach	NA	qui	kdo (kdo)	håyi	caxca une	gago	a'a -taa -ni	pwy	hvem	wer	wer	ãa	amìı	aa -i	nɔ́n -ná	who	who	ki -uva -una	ki -tu -u -ga -mi	n- nyó- n	ho- mo	ke -ne kuka	kіm	cé	máva -pa piko	NA	juu	haki -ø	tko (tko)	ki -csoda	s- apa	ònye 	pi -manda -tak	mana yang	hver	だれ	hlơi	kim	hen	nani	누구 -입니까 	nɛ̀ɛ́	aányɛ́	pasera	inai -ka	tya -ni -mpa -tyo -ra	pɨn	hie	ti	naanu	tari -ba	öque -nu	NA	wat	ndani	xala	NA	gi	i̱ -apaap	mawx	pi -taj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	ûû	kim	kim	kim	ai	k- u -y	máax	誰	誰	NA
264	soe	NA	sapa sira -ke	wan	ime	noau	ise	ana- nga	cá -san	mach	a- chīö	qui	ko -m (kdo)	håyi	NA	gago	NA	NA	hvem	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	ki -a	ki -a	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	juu	haki -ø	tko (tko)	ki	s- apa	ònye 	pi -kuna -tak	si- apa -kah yang	hver	だれ	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́	aányɛ́	pasera	inai -ka	tya -ni	NA	hie	pa̱n	naanu	tari -e	nion- öque	NA	wie	ndani	xala	NA	katu	i̱	pui mawx	pi -raj	pi -taq -si	cine	nde	gii	ɓa	quién	NA	chie -ri	s- ino	n'- ûû	kim	kim	kim	ai	k- u	NA	誰	誰	i -'is
265	soe	NA	sapa sira -ke	wan	NA	noau	ise	ana- nga	cá	mach	chīö	qui	kdo (kdo)	håyi	NA	gago	NA	NA	hvem	wer -em	wer -em	ãa	amìı	inɛ aa	nóo	who -m	who -m	ki -mun	ki -tu -mun -llu	bhaghé é- nê	ho- mo	ke -ne -n	kіm -a	cé	máva -pe piko	NA	juu	haki -y	ko -me (tko)	ki -nek	s- apa	ònye	pi -kuna -ta -tak	si- apa -kah yang	hver -jum	だれ	hlơi	kim -ge	hen -d	chi- nani	누구 -에게	nɛ̀ɛ́	aányɛ́	pasera	inai -mo -i	NA	NA	hie	pa̱n -e'e	naanu	tari -e -b	nion- öque	NA	wie	yani	NA	NA	katu	NA	pui mawx	pi -ta -taj	pi -man -taq -si	cine -ui	nde	gii -ea -sa	ɓa	quién	NA	NA	kan- ino	ûû	kim -e	kim -e	kim -ge	ai	k- an	NA	誰	誰	i -'is
266	soe	ngunha -iperra -ma	sapa sira -ke	wan 	ime	noau	ise	ana- nga	cá -tei -san	mach -m	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago	a'a -taa -ni	b pwy	hvem	wer	wer	ãa	amìı	inɛ aa -i	nɔ́n -ná	who	who	ki -uva	ki -na	é- nê	ho- mo	ke -ne kuka	kіm -dіr	cé	máva piko	wanju -ngku	juu	haki -ø -ni	tko (tko)	ki	s- apa	ònye 	pi -tak	si- apa -kah	hver	だれ	hlơi	kim	hen	ya- hoki	누구 -입니까	ɔ́ɔ̀	aányɛ́	pasera	inai	tya -ni	pɨn	hie	pa̱n -ts	naanu	tari -ba	öque -nu -ju	ajqueya	NA	yani	xala -ite	ma'g̃a	katu -ni	i̱	pui mawx	pi -ta -taj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	n'- ûû	kim	kim	kim	ai	k- an	máax -i'	誰	誰	i -'is
