ace-bible.txt	are-bible.txt	ban-bible.txt	bci-bible.txt	blz-bible.txt	bru-bible.txt	btx-bible.txt	bvr-bible.txt	cab-bible.txt	cac-sansebastian.txt	caq-bible.txt	cat-evangelica.txt	ces-living.txt	cha-2003.txt	chf-bible.txt	chr-bible.txt	crn-bible.txt	cym-colloquial2013.txt	dan-hverdagsdansk.txt	deu-newworld.txt	deu-schlachter.txt	dgi-bible.txt	dgr-bible.txt	dts-bible.txt	dur-bible.txt	eng-common.txt	eng-goodnews.txt	esi-bible.txt	esu-bible.txt	etu-bible.txt	ffm-bible.txt	fin-1992.txt	gag-latin.txt	gle-bible.txt	gug-bible.txt	gvn-bible.txt	gwi-bible.txt	hop-bible.txt	hrv-2000.txt	hun-2003.txt	iba-bible.txt	ibo-bible.txt	inb-bible.txt	ind-firman.txt	isl-bible.txt	jpn-colloquial.txt	jra-bible.txt	kaa-latin.txt	khk-bible.txt	kki-bible.txt	kor-1985.txt	kqs-bible.txt	lem-bible.txt	mad-bible.txt	mak-bible.txt	mcb-bible.txt	mco-bible.txt	mhy-bible.txt	mto-bible.txt	myx-bible.txt	naq-bible.txt	nhg-bible.txt	nhw-bible.txt	nld-2007.txt	nya-bible.txt	pab-bible.txt	pah-bible.txt	pib-bible.txt	poi-bible.txt	prk-bible.txt	qub-bible.txt	quy-bible.txt	ron-2006.txt	run-bible.txt	sme-bible.txt	snf-bible.txt	spa-newworld.txt	srq-bible.txt	tac-bible.txt	tgl-1996.txt	thk-bible.txt	tuk-mukaddes.txt	tur-newworld.txt	uig-latin.txt	vie-bandich.txt	wol-bible.txt	yua-bible.txt	zho-contemp.txt	zho-new.txt	zos-bible.txt
43008043	peue sabab	iwunhangantama	apa kranane	nzu ti	nongko'upa	nṓq	engkai	NA	ca uágu	tas yuj	kūöyòh	per què	proč	sa' håfa na	cua' uc'a	gadono	a'ini een cɨn	pam	hvorfor	wie	warum	bʋ̃ʋ n'ʋ so	dànìghǫ	inge dɛi	moo ȩn	why	why	summan	ciin	echî	ko saabii	miksi	neçіn	cén fáth	mba'érepa	wanyurrinku	jaghaii	hinoqw	zašto	miért	nama kebuah	n'ìhi gini	imawantak	mengapa	hví	どうして	yua hơgĕt	nege	yaagaad	nhani	왜	le yɛɛ	anyíatɛ́	apa	apa saba'na	tyara okantakara	ti	inun sababni	tya̱jx	shiina	tarexa	tlica	NA	waarom	chifukwa chiyani	xoana hoka	marã	klu chinanu	t́iiga	patix	imanirtaj	imanasqamá	de ce	igiki gituma	manne	tah ya	por qué	NA	chonigá	bakit	mbi	näme üçin	neden	nemixqa	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
43008046a	soe	NA	nyenke	ônin	ime	noau	apai	ny-yinga	ca	mach	achīö	qui	kdo	NA	caxca une	gago	NA	NA	hvem	wer	wer	buor	NA	aai	nóo	who	which one	nallivsi	nalirci	énê	homo	kuka	kіm	cén duine agaibh	máva	NA	NA	hihta	koji	ki	sapa	ònye	NA	siapa	hver	だれ	hlơi	qaysı	NA	nani	누구냐	nɛ̀ɛ́	aányɛ́	sapa	inai	NA	pɨn	hie	pa̱nts	naanu	tari-i	öquenu	NA	wie	ndani	xalaiya	manamo	katu	NA	mawx	maygayquipis	mayqannikichiktaq	care	nde	guhtemuš	yiida	quién	NA	chieri	sino	n'ûû	haýsyňyz	hanginiz	qaysinglar	ai	kan	máax	誰	誰	NA
43008046b	pakon	iwunhangantama	apa krana	nzu ti	kadai	nṓq	ngkai	NA	cáti uágu	tas yuj	kūöyòh	per què	proč	håfa na	cua' uc'a	gadono	a'ini	pam	hvorfor	wie	warum	bʋ̃ʋ n'ʋ so	dànìghǫ	inge dɛi	moo ȩn	why	why	summan	ciin	jen	ko saabii	miksi	neçіn	cén fáth	mba'éré	wanyurrinku	jaghaii	hinoqw	zašto	miért	nama kebuah	n'ìhi gini	imapatak	mengapa	hví	なぜ	yua hơgĕt	nege	yaagaad	nhani	왜	le yɛɛ	anyíatɛ́	arapa	apa saba'na	tyra okantakara	ti	wuah inun	tya̱jxts	khulwashiina	tarexa	tlica	quenque	waarom	chifukwa chiyani	xoana hoka	maraname	klu chinanu	t́iiga	patix	imanirtaj	imanasqamá	de ce	igiki gituma	manne	tah ya	por qué	mbaerã	chonigá	bakit	mbi	näme üçin	neden	neme uchun	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
43008053	soe	ngunhantama	sapasirake	se	ime	noau	ise	nyi-guyinmiya	ída	machch	achīö	qui	co	håyi	caxcajet	gago	a'ataani	pwy	hvem	wer	was	ãnʋ	amìı	aai	nɔ́nná	who	who	kiunasugivich	cauyuksit	énê	koɗum	mikä	kіmіn	cé	máva piko	wanyu	jidii	hak	kime	kinek	sapa	ònye	ima	siapa	hver	だれ	hlơi	kim	hen	nani	누구란	nɛ̀ɛ̀	aányɛ́	apa	inaiko	tyanimpatyora	nej	hie	pa̱nts	naanu	tarits	öquenu	ajqueya	wat	yani	xala	mome	katu	mii̱apaap	mawx	pï	pi	cine	nde	geanin	ɓa	quién	abate	chieri	ano	ûû	NA	kim	qandaq	ai	loo	máaxech	誰	甚麼	NA
43009002	pakon	ngunhama	sapasirake	o yô se	ime	noau	ise	an-nga nula	cásan uágu	tasrn yuj	achīö	qui	proč	håyi	caxca une	gago	a'ataani	pwy	hvorfor	wer	wer	ãa	amìı	NA	NA	who	whose	kiña	naliak	énê	homo	kuka	kіm	cé acu	mba'érepa	wanju	juu	hakiy	zašto	ki	sapa	ònye	imawantak	mengapa	hvort	だれ	hlơi	kimnin'	hen	nani	누구의	le yɛɛ	aátɛ́	aponapa	angngapa	tyara ikantakara	pɨn	wuah inun	pa̱n	naanu	tari-e	öquenu	ajqueya	NA	ndani	xoana hoka	ma'g̃a	katu	t́iiga	mawx	imanirtaj	imanasqataq	cine	nde	gii	NA	quién	abate	chonigá	sino	n'ûû	kim	kimin	kimning	ai	lu tax	ba'axten	NA	誰	ticøtoya
43009010	pakriban	nthakinhantama	kenken	o yô se	koi upa	nṓq	kuga	ny-yinmiyana	ída	tas	sitih	com	jak	håfa taimanu na	caxca	gado	a'ini	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànìghǫ	yani	née	how	how	qanuqłutin	qaillun-mi	nan	hono	kuinka	nesoy	conas	mba'éicha rupi piko	wanjarr	nats'ąą	hin	kako	hogyan	baka ni	aṅa	imawantak	bagaimana	hvernig	どうして	hyư̆m	qalay	yaaj	nhani	어떻게	vɛ̀ɛ̀	aátɛ́	baramma	antekamma	tyara okantakara	nej	kewangun	vintso̱se'e	tsiryeena	matits	quiene	quenicatza	hoe	bwanji	aliyakere	marã	gi pixpoko	jutsa̱	yuh ka mawx	imanöpataj	imaynamá	cum	ate	mo	na	cómo	mañɨ	churigá	paano	n'ata	nähili	nasıl	qandaq	làm sao	lu	bix	怎麼	怎樣	jutz nøm
43009012	dipat	nthanhantama	dija	nin	aanamo	nléq	i ja	yina an-gaya	jageígi	aj 'ay	isuh	on	kde	mångge	cada	harv	a'uni	ble	hvor	wo	wo	wa	welaedì	yago	tɛ́lá	where	where	sumiitpaimma	nanta	fan	hoto	missä	neredä	cá	moõ piko	wanjabu	adaajii	háqamo	gdje	hol	dini	òle ebe	maipitak	di mana	hvar	どこ	pơpă	qayaqta	haana	kahoki	어디	kuɛɛ	weényí	dhimma	kemae	tyara	ma	hang awe	jómase'e	waheena	mapab	cöne	canque	waar	kuti	aliyo	mahã	ginaklu	ju̱t́	dee mawx	maychötaj	maypitaq	unde	hehe	gos	yada	dónde	ma	koche	nasaan	kû	nirede	nerede	qeyerde	đâu	ana	tu'ux	哪裡	哪裡	jut
43009017	peue	nthakinha	kenken	se	koi upa	ntrớu	kuga	ny-yinmiya	cági	tas	sitih	què	co	håfa	cache'	gado	a'ini	beth	hvad	was	was	ãa	dàı̨dı	inge	née	what	what	qanuġli	qaillun	énê	ko	mitä	ne	cad	mba'e	wanyu	deehiinjyaa	hímuu	što	mit	nama	gini	imatak	siapakah	hvað	どう	hyư̆m	ne	yuu	ukugambaki	누구라고	vɛ̀ɛ́	anyána	apa	antekamma	tyara pinkante	nej	inun	vintso̱s	uryeena	tare	tli	tlaque	wat	unenanji	xoare	marãi	gi	t́i	mawx	pï	imaninkitaq	ce	iki	maid	ya	qué	mañɨ	chonígó	ano	ata	näme	ne	qandaq	ai	loo	ba'ax	什麼	甚麼	ti
43009019	pakriban	nthakinhantama	punapi awinanipun	o yô se	koi upa	nṓq	kuga	a-yinmiyana	ída	tast	sitih	com	NA	håfa	cache'da	gadono	a'ini	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànìghǫ	yani	née	how	how	qanuqłuni	qaillun-mi	nan	hono	kuinka	nesoy	conas	mba'éicha rupi piko	wanjarr	jaghaii	hin	kako	mi	baka ni	aṅa	imasamandatak	bagaimanakah	hvernig	どうして	hyư̆m	qalay	yaaj	yanhani	어떻게	vɛɛ	aátɛ́	baramma	antekamma	tyara ikantanakara	nej	kewangun	vintso̱s	shiryeena	matib	quiene	quenicatza	hoe	bwanji	aliyakere	marã	gi rixpoko	jutsa̱p	yuh ka mawx	imanöpataj	imaynataq	cum	ate	mo	na	cómo	mbae	churigá	bakit	n'ata	nädip	nasıl	qandaqlarche	tại sao	fu	bix	怎麼	怎麼	jutznøm
43009026a	peue	NA	NA	nzu	upa	ntrớu	kai	a-yinmiyana	cásan	tas	sitih	què	co	håfa	cache'	godo	a'ini	beth	hvordan	was	was	bʋ̃ʋ n'ʋ	ayìı	yani	nɛ́nná	what	what	qanusiġaqpatin	qaillun-mi	nan	koɗum	mitä	ne	cad	mba'e	wanjarrman	deeniinlik	hihtasana	što	mit	nama	gini	imatak	apakah yang	hvað	何	hơgĕt	ne	yuug	nhani	무슨	yɛɛ	aátɛ́	epabaramma	NA	tyara ikantakempi	nej	inun	vintso̱se'e	aryeena	tare-eb	tli	tlaque	wat	chiyani	xoana hoka	marã	gi rixpokotyi	t́i	patix	imanötaj	imanaykusurqankitaq	ce	ate	maid	ya	qué	mañɨ	churigá	ano	n'ata	näme	ne	qandaq	gì	lu	ba'ax	什麼	甚麼	ti
43009026b	pakriban	nthakinha	kenken	se	koi upa	nṓq	kuga	a-yinmiyana	ída	chajtl	sitih	com	jak	håfa taimanu na	cache'da	NA	a'ini	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànì	yani	née	how	how	qanuqłuni	qaillun	NA	hono	millä	nesoy	conas	NA	wanjarr	nats'ąą	hin	kako	hogyan	baka ni	aṅa	imasatak	bagaimana	hvernig	どんな	hyư̆m	qalay	yaaj	nhani	어떻게	vɛɛ	anyána	epabaramma	antekamma	NA	ti	kewangun	NA	aryeena	matib	quiene	quenicatza	hoe	motani	aliyakere	NA	gi rixpoko	jutsa̱	yuh ka mawx	NA	imatataq	cum	ate	mo	na	cómo	mañɨ	NA	paano	n'ata	nädip	nasıl	qandaq	thế nào	nu	bix	怎樣	怎樣	jujche
43009027	pakon	iwunhangama	napi awinan	o yô se	upamuu	nṓq	engkai	an-nga nula	cáti uágu	tas yuj	kūöyòh	per què	proč	sa' håfa na	cua' uc'a	gadono	a'ini	pam	hvorfor	warum	was	bʋ̃ʋ so	NA	inge	ȩná	why	why	summan	ciin	jen	ko saabii	miksi	neçіn	cad	maerã piko	NA	jaghaii	hinoqw	zašto	miért	nama kebuah	gini	imapatak	mengapa	hví	なぜ	hyư̆m	ne	yuund	nhani	왜	le yɛɛ	anyíatɛ́	aponapa	angngapa	tyara okantakara	nej	wuah inun	tya̱jx	khulwashiina	tarexa	tlica	para tlen	waarom	bwanji	xoare maheta	maranuhũrame	klu chinanu	t́iiga	patix	imapänataj	imapaqñataq	de ce	iki	manne	ya	por qué	mbaerã	chonigá	bakit	kî	näme üçin	neden	qandaqlarche	tại sao	lu	ba'ax	NA	為甚麼	ti'ajcuy
43009036	soe	ngunhama	sapasirake	NA	ime	noau	ise	ana-nga	cátei	mach	achīö	qui	NA	håyi	caxcone	gago	a'ataani	pwy	hvem	wer	wer	ãa	amìı	inɛ aai	nóo	who	who	kiuva	kina	énê	homo	kuka	kіmdіr	cé	mávapa	NA	juu	hak’i	tko	ki	sapa	onye	pitak	siapakah	hver	どなた	hlơi	kim	hen	nani	누가	nɛ̀ɛ́-nɛ̀	aányɛ́	pasera	inaika	tyanityora	pɨn	hie	pa̱n	naanu	mâba	öquenu	ajqueya	wie	ndani	xala	ma'g̃a	katni	i̱apaap	mawx	pitaj	pitaq	cine	nde	gii	ɓa	quién	aba	chieri	sino	ûû	kimkä	kimdir	kim	ai	kan	máaxi'	誰	誰	NA
43010020	keupeue	NA	ngudiang	nzu ti	upamuu	nṓq	engkai	nguburr-yinmiya	cásan uágu	tas yuj	kūöyòh	per què	NA	sa' håfa na	cua' tuba	gadono	NA	pam	hvorfor	warum	was	bʋ̃ʋ n'ʋ so	ayìıha	inge dɛi	moo ȩn	why	why	summan	ciin	jen	ko saabii	mitä	neçіn	cad	maerã piko	wanju	jaghaii	hinoqw	čemu	mit	nama kebuah	gini	imapatak	mengapa	hvað	どうして	hyư̆m	nege	yuund	waki	어째서	le yɛɛ	NA	arapa'a	apa	tyara okantakara	nej co	ma inun	tya̱jxse'e	lwashiina	tarexa	tli para	para tlen	waarom	bwanji	xoana hoka	maraname	klu chinanu	t́iiga	yuh ka mawx	imapätaj	imapaqmi	de ce-l	iki	manne	ya	por qué	mbaerã	chonigá	bakit	kî	näme üçin	neden	neme uchun	sao	lu tax	ba'axten	何必	為甚麼	ti'ajcuy
43010024	sampoe án pajan	NA	malih amunapi	tyen ônin	pataka ipi	maléq	asakai	NA	darísan ídaba	b'a'n̈to	i rôòten	fins quan	jak dlouho	kuåntos tiempo	ca jun q'uin	hilago	NA	am faint	hvor længe	wie lange	wie lange	debor	dàwhaà	NA	sey woo téé	how long	how long	qanutun	qaillun	nan	faa mande	kuinka kauan	nezamanadan	fada a	araka'e peve piko	NA	deegwiłkhyuk	hihsavohaqam	dokle	meddig	ni pengelama	ole mb͕e	imaurakamatak	berapa lama	hve lengi	いつまで	hơdôm sui	qashang'a	hedii boltol	mpaka milaki	언제까지	haa telen kuɛɛ	nyíényí	saponapa abidda	siapa sallona	tyanimpatyora	ixtɨ mɨnaanɨ	hampe awe	vin'it	ena	matikō	hasta quiema	hasta quema	hoe lang	liti	NA	manamehũ	giklunanu	mii̱apaap	miex grheung	imaycamataj	haykapikamataq	până când	ryari	man guhká	bi kera	hasta cuándo	manosete	chiéniko	hanggang kailan	rî	haçana çenli	ne kadar	qachanghiche	bao giờ	kañ	tac ba'ax kiin	什麼時候	幾時	jujche'øc
43010032	toh	NA	sane encen	ônin	aana	ntrớu	apai	yina gun-gaya	cábagi	'aja	öp yòh öp	quina	který	håfa na	caxcamba	gado usdi	ti'itajni	ba un	hvilken	welches	welches	buor	dàhòt'ı̨ı̨	yagɔ	téé	which	which one	nalliatigun	naliit	bhaghé	homo	mikä	angısı	cé acu	mavaitévarepa	wanja-wanja	jidii shrit	hihtawat	koje	melyikért	ni	gini	maikan	yang mana	hvert	どの	NA	qaysı	alinaas	ihoki	무엇	kuɛɛ	háányɛ́	kemma	kereanga	tyatityora	huɨdi	saawe	juu'	shiina	mâ	cötlaja	tlaque	waarom	yiti	xoana	marãva'ea	giru	jup	patix	maygan	mayqanninmantataq	care	ikihe	man	wiida	cuál	NA	tachiri	alin	bûrîkû	haýsysy	hangisi	qaysisi	nào	ban	máacalmáac	哪 一	哪 一	tiyø
43011034	dipat	nthanhakama	dija	nin	aana	léq	i ja	yina gaya	jalíasan	'ajtil	isuh	on	kam	månu nai	cada	harv	a'uni	ble	hvor	wo	wo	nyɩnɛ	edı̨į̀	yago	tɛ́lá	where	where	sumun	natmun	fan	hoto	missä	neredä	cá	moõ piko	NA	nijin	haqam	kamo	hová	dini	òle ebe	maipitak	di mana	hvar	どこ	pơpă	qay jerge	haana	hoki	어디	kuɛɛ	háányɛ́	dhimma	kemaei	tyara	ma	hang awe	jómase'e	waheena	mapa	cöne	canque	waar	kuti	aliyo	mome	ginaka	ju̱t́	dee mawx	mayninmantaj	maypitaq	unde	hehe	gosa	gaɗa	dónde	mangue	kochiena	saan	kû	nirede	nereye	qeyerge	ở đâu	fu	tu'ux	哪裡	哪裡	jut
43011047	peue	NA	sapunapi	se	upa	nṓq	kai	nguburr-yinmiya	cábasan	tas	sitih	què	co	håfa	cache'	godo	a'ini	pam	hvad	was	was	ŋmɩn	ayìı	yani	nɛ́nná	what	what	qanuġniaqpisa	qaillun	nan	hono	mitä	ne	cad	mba'épa	wanjabu	deereheelyaa	hinhtotini	što	mit	nama	gini	imasami	apa yang	hvað	何	hơgĕt	ne	yuu	choni	어떻게	vɛɛ	anyána	kadi ponapa	apa	tyarikatyo ankantaigakerira	nej	inun	vintso̱se'e	khuryeena	tare-e	tli	tlaque	wat	titani	xoanaite	marã	gi	t́i	yuh ka mawx	imatataj	imatataq	ce	dute	maid	na	qué	mañɨ	chonokiboa	ano	n'ata	näme	ne	qandaq	gì	lu	ba'ax	怎麼	怎麼	ti
43011056	pakriban	nthakinha	kenken	se	koi upa	nṓq	kuga	ny-yinmiya	ca	tas	sitih	què	co	håfa	cache'	gado	a'ini	beth	NA	was	was	ŋmɩn	NA	yani	NA	what	what	qanuq	qaillun	NA	NA	mitä	ne	cad	mba'épa	wanjarrmalda	deeyųųhthan	hin	što	mit	nama	gini	imatak	bagaimana	hvað	どう	hyư̆m	qalay	yuu	nhani	어떻게	NA	NA	baramma	antekamma	tyara pinkantaige	nej	kewangun	vintso̱s	NA	mati	tli	quenicatza	wat	bwanji	xoana	marãi	gi	NA	yuh ka mawx	imatataj	imaninkichiktaq	ce	iki	maid	ya	qué	NA	choniágó	ano	ata	nähili	ne	qandaq	thế nào	lu	bix	怎麼	怎樣	ti
43012005	pakon	iwunhangama	napi awinanipun	nzu ti	nongko'upa	nṓq	engkai	NA	ánsan	NA	kūöyòh	per què	proč	håfa	cua' uc'a	gadono	a'ini	NA	NA	warum	warum	bʋ̃ʋ	dànìghǫ	inge dɛi	moo ȩn	why	why	summan	ciin	jen	ko saabii	miksei	neçіn	cad chuige	mba'ére piko	wanjarr	jaghaii	hinoqw	NA	miért	nama kebuah	n'ìhi gini	imapatak	NA	hví	なぜ	hyư̆m	ne ushın	yaagaad	nhani	왜	le yɛɛ	anyána	aponapa	angngapa	tyara okantakara	NA	wuah inun	tya̱jx	khulwashiina	tare xū-i ǃaromab	tlica	quenque	NA	bwanji	xoana hoka	maranuhũrame	klu chinanu	t́iiga	NA	imapätaj	NA	de ce	igiki catumye	manne	NA	por qué	mbaerã	chonigá	bakit	NA	näme üçin	neden	nemixqa	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
43012027	peue	NA	kenken	se	upa	NA	kuga	ngu-yinmiya	cábasan	tas	sitih	què	co	håfa	cache'	gadono	a'ini	beth	NA	was	was	bo	NA	inge	nɛ́nná	what	what	qanuq	qaillun-llu	jen	koɗum	mitä	ne	cad	piko mba'e	NA	deehihjyaa	hiṅqawni	NA	mit	NA	gini	NA	apa yang	hvað	なんと	hơgĕt	ne	yuu	nigambeki	무슨	vɛ̀ɛ̀	anyána	apa	apa	tyara nonkante	nej	inun	vintso̱s	shiina	tare-e	tli	NA	wat	chiyani	NA	marãi	gi	t́i	ka mawx	ima	imanisaqtaq	ce-ar	iki	NA	ya	qué	mañɨ	chonimela	NA	ata	näme	ne	neme	gì	lu	ba'ax	什麼	甚麼	NA
43012034a	pakriban	nthakinhantama	punapi awinan	o yô se	koi upa	nṓq	engkai	gun-nga	ída	tas yuj	kūöyòh	com	NA	håfa na	cuaxca uc'a	gadono	a'ini	beth	hvad	wie	wie	ŋmɩŋmɩn	dànìghǫ	yani	née	how	how	qanuġlutin	qaillun-mi	nan	hono	kuinka	nasıl	cén chaoi	mba'éicha piko	wanyu	nats'ąą	hinoqw	zašto	hogyan	kati ku	aṅa	imapatak	apa sebabnya	hvernig	どうして	hyư̆m	qalay	yaaj	nhani	어째서	le yɛɛ	NA	NA	antekamma	tyara okantakara	nej	kewangun	vintso̱ts	shiina	matits	quiene	NA	waaroom	bwanji	NA	marã	gi	t́iiga	NA	imanirtaj	imaynataq	cum	ute	mo	na	cómo	mbaerã	chonigá	bakit	n'ata	nädip	nasıl	qandaqsige	sao	nan	bix	怎麼	怎麼	ti'ajcuy
43012034b	soe	ngunhama	sapasirake	wan	ime	noau	ise	ana-nga	cáteigi	mach	NA	qui	kdo	håyi	caxcone	gago	a'ataani	pwy	hvem	wer	wer	ãa	amìı	aai	nɔ́nná	who	who	kiuvauna	kituuga-mi	nnyón	homo	kuka	kіm	cé	mávapa piko	NA	juu	hak	tko	kicsoda	sapa	ònye	pimandatak	mana yang	hver	だれ	hlơi	kim	hen	nani	누굽니까	nɛ̀ɛ́	aányɛ́	pasera	inaika	tyanimpatyora	pɨn	hie	ti	naanu	tariba	öquenu	NA	wat	ndani	xala	NA	gi	i̱apaap	mawx	pitaj	pitaq	cine	nde	gii	ɓa	quién	aba	chieri	sino	ûû	kim	kim	kim	ai	kuy	máax	誰	誰	NA
43012038a	soe	NA	sapasirake	wan	ime	noau	ise	ana-nga	cásan	mach	achīö	qui	kom	håyi	NA	gago	NA	NA	hvem	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	kia	kia	énê	homo	kuka	kіm	cé	máva piko	NA	juu	hak	tko	ki	sapa	ònye	pikunatak	siapakah yang	hver	だれ	hlơi	kim	hen	nani	누가	nɛ̀ɛ́	aányɛ́	pasera	inaika	tyani	NA	hie	pa̱n	naanu	tari-e	nionöque	NA	wie	ndani	xala	NA	katu	i̱	pui mawx	piraj	pitaqsi	cine	nde	gii	ɓa	quién	NA	chieri	sino	n'ûû	kim	kim	kim	ai	ku	NA	誰	誰	i'is
43012038b	soe	NA	sapasirake	wan	NA	noau	ise	ana-nga	ca	mach	chīö	qui	kdo	håyi	NA	gago	NA	NA	hvem	wem	wem	ãa	amìı	inɛ aa	nóo	whom	whom	kimun	kitumun-llu	bhaghé énê	homo	kenen	kіmä	cé	mávape piko	NA	juu	hakiy	kome	kinek	sapa	onye	pikunatatak	siapakah yang	hverjum	だれ	hlơi	kimge	hend	chinani	누구에게	nɛ̀ɛ̀	aányɛ́	pasera	inaimi	NA	NA	hie	pa̱ne'e	naanu	tari-eb	nionöque	NA	wie	yani	NA	NA	katu	NA	pui mawx	pitataj	pimantaqsi	cui	nde	geasa	ɓa	quién	NA	NA	kanino	ûû	kime	kime	kimge	ai	kan	NA	誰	誰	i'is
43013025	soe	ngunhiperrama	sapasirake	waan	ime	noau	ise	ana-nga	cáteisan	machm	achīö	qui	kdo	håyi	caxca une	gago	a'ataani	bwy	hvem	wer	wer	ãa	amìı	inɛ aai	nɔ́nná	who	who	kiuva	kina	énê	homo	kuka	kіmdіr	cé	máva piko	wanjungku	juu	hakni	tko	ki	sapa	ònye	pitak	siapakah	hver	だれ	hlơi	kim	hen	yehoki	누구입니까	ɔ́ɔ̀	aányɛ́	pasera	inai	tyani	pɨn	hie	pa̱nts	naanu	tariba	öquenuju	ajqueya	NA	yani	xalaite	ma'g̃a	katni	i̱	pui mawx	pitataj	pitaq	cine	nde	gii	ɓa	quién	aba	chieri	sino	n'ûû	kim	kim	kim	ai	kan	máaxi'	誰	誰	i'is
43013036	ho	nthanhurnama	kija	nin	mbaria	léq	ku ja	ay-yinda	jalíñounbadibusan	'aj	yih	on	kam	para månu	cada	harv	a'uni	ble	hvor	wohin	wohin	nyɩnɛ	edı̨į̀	yago	tɛ́lá	where	where	sumuŋniaqpich	natmun	fan	hoto	minne	nereyі	cá	moõ piko	wanjabu	nijin gwats'ą'	haqamii	kamo	hová	kini	òle ebe	maimatak	ke mana	hvert	どこ	pơpă	qayaqqa	haashaa	ukwijahe	어디로	kuɛɛ	háányɛ́	ka'dhimma	kemaeki'	tyara	ma	maawe	jómase'e	wutsya ena	mâǀîts	cöne	canque	NA	kuti	alyakoite	mome	ginaka	ju̱t́	dee mawx	pitaj	maytataq	unde	hehe	gosa	gada	adónde	manguiti	koche	saan	kû	nirä	nereye	qeyerge	đi đâu	foo	tu'ux	哪裡	哪裡	jut
43013037	pakon	iwunhangala	punapi awinanipun	nzu ti	kadai	nṓq	ngkai	NA	ca uágu	tas yuj	kūöyòh	per què	proč	sa' håfa na	cuaxca uc'a	gadono	a'ini een cɨn	pam	hvorfor	warum	warum	bʋ̃ʋ n'ʋ so	dànìghǫ	inge dɛi	ȩn	why	why	summan	ciin	jen	ko saabii	miksi	neçіn	cad chuige	mba'ére piko	wanyurrinku	jaghaii	hinoqw	zašto	miért	nama kebuah	n'ìhi gini	imawantak	mengapa	hví	なぜ	yua hơgĕt	ne ushın	yaagaad	nhani	왜	le kɔlɔ yɛɛ	anyíatɛ́	aponapa	angngapa	tyara okantakara	nej co	wuah inun	tya̱jxts	lwashiina	tare xū-i ǃaroma	tlica	para tlen	NA	chifukwa ninji	xoana hoka	maranuhũrame	klu chinanu	t́iiga	patix	maymantaj	imanasqataq	de ce	igiki	manne	tah ya	por qué	mbaerã	chonigá	bakit	mbi n'ûntû	näme üçin	neden	neme uchun	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
43014005	pakriban	nthakinhantama	sapunapi	o yô se	koi upa	nṓq	kuga	NA	ída	tas	sitih	com	jak	taimanu	cache'	godono	NA	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànì	yani	née	how	how	qanuġlugu	qaillun	nan	hono	kuinka	nasıl	cén chaoi	mba'éicha piko	wanjabu	nats'ąą	hin	kako	mi	baka ni	aṅa	imasatak	bagaimana	hvernig	どうして	hyư̆m	qalay	yaaj	nhani	어떻게	vɛ̀ɛ̀	anyána	kadi ponapa	antekamma	tyara nonkantaigakempara	nej	kewangun	vintso̱ts	khuryeena	mati	quiene	quenicatza	hoe	bwanji	aliyakereya	marã	gi	jutsa̱p	yuh ka mawx	NA	imaynataq	cum	dute	mo	na	cómo	mangue	churigá	paano	n'ata	nireden	nasıl	qandaq	làm sao	nan	bix	怎麼	怎	qué
43014009	pakriban	nthakinhantama	kenken	o yô se	koi upa	nṓq	engkai	ny-yinmiya	cáti uágu	tas yuj	sitih	com	jak	håfa na	cua' uc'a	gadono	a'ini een cɨn	sut	hvorfor	wie	wie	ŋmɩŋmɩn	dànìghǫ	yani	née	how	why	qanuġlutin	qaillun	jen	hono	kuinka	nesoy	conas	mba'éicha piko	wanyurrinku	jaghaii	NA	zašto	mi	nama kebuah	aṅa	imawantak	mengapa	hvernig	どうして	hyư̆m	ne ushın	yaaj	nhani	어째서	le yɛɛ	anyána	baramma	apa saba'na	tyara okantakara	nej	kewangun	tya̱jxts	khulwashiina	matits	quiene	quenque	hoe	bwanji	xoana hoka	marã	gi	t́iiga	yuh ka mawx	imanöpataj	imanasqamá	cum	ute	mo	tah ya	cómo	mbaerã	chonigá	bakit	n'ata	näme	nasıl	nemixqa	sao	nan	ba'axten	怎麼	怎麼	ti'ajcuy
